Activity Id,Date,Type,Distance (mi),Duration,Average Pace,Average Speed (mph),Calories Burned,Climb (ft),Average Heart Rate (bpm),GPX File,Average Pace (seconds)
f9d37406-d622-43dc-8813-bc0059b2a5de,6/13/2024 16:25,Running,1.9939552286093154,24:06:00,11:25,5.183336266583549,314.8754685855138,81.76667966422428,156.5186296060856,2024-06-13-162503.gpx,684.9870478602628
f9d37406-d622-43dc-8813-bc0059b2a5de,6/13/2024 16:25,Running,2.0323229655170225,24:06:00,11:25,5.224649045142573,314.9849649753737,81.99562876337282,156.70387279155358,2024-06-13-162503.gpx,685.10272390219
1ed8826d-5685-45a6-a50b-e491c01602f3,8/3/2023 19:42,Running,3.4721804604772415,36:06:00,10:45,5.675634086863597,500.0184349966819,190.0538333701848,157.86778326989477,2023-08-03-194206.gpx,645.091962190547
26eb24ee-3f44-4ccd-9b17-8292e4795a19,9/9/2023 18:57,Running,4.2075385925410345,41:58:00,10:23,5.703437094371968,591.9548324749733,166.92508304960938,149.21001090330893,2023-09-09-185703.gpx,623.0270255829009
2edeb3a2-e160-4547-b3d7-bab45d3ded0d,8/9/2023 19:45,Running,2.5241476975095996,24:14:00,10:23,5.7448239987661225,354.09185661484804,131.1909327829699,145.08766380798244,2023-08-09-194525.gpx,622.9742294624898
065d77ca-8413-4bb2-8f30-a1cf9753e15c,6/19/2024 12:56,Running,2.184668018524998,22:34,10:29,5.649425547118744,322.02396192061366,150.98533241981977,159.9269471032794,2024-06-19-125649.gpx,629.2373335045794
1762f194-d1b1-4be2-b7a8-dff47149765c,7/27/2023 20:29,Running,2.3313904786971005,25:52:00,12:01,5.246731254440109,318.0879330090408,111.96907383789677,156.7155689402355,2023-07-27-202935.gpx,720.8893656379391
768c2980-2a20-4037-b598-37a4ff104052,10/4/2023 9:57,Running,3.1166586155199236,31:27:00,10:25,5.742051675612206,456.8788492872079,145.98859949478216,164.86434998285603,2023-10-04-095707.gpx,625.1738662291888
74e1d1bb-08ab-4755-aed4-d3e52f76c5d6,9/11/2023 21:13,Running,4.018223735941782,43:40:00,10:52,5.42483035115075,586.0370710984843,211.00725633882718,155.00201778138825,2023-09-11-211315.gpx,651.9820210020566
74e1d1bb-08ab-4755-aed4-d3e52f76c5d6,9/11/2023 21:13,Running,3.8020118695850598,43:40:00,10:52,5.653989975462839,586.1566516731589,211.11443812844345,155.00094310942325,2023-09-11-211315.gpx,651.8242148246683
7555a62d-ee51-4dd9-884e-8ead83527da8,8/2/2023 21:18,Running,2.173481215629169,25:08:00,11:11,5.442336112682018,332.09411685424175,133.97627376540328,148.95093464961988,2023-08-02-211805.gpx,671.0642731140778
ec81df48-adf5-4e12-bb69-c7b5489c4664,8/6/2023 10:43,Running,1.9662173399991878,20:38,10:47,5.468827852454946,285.12621299985386,107.09788596549497,142.08052787958968,2023-08-06-104332.gpx,646.9604876834273
7555a62d-ee51-4dd9-884e-8ead83527da8,8/2/2023 21:18,Running,2.2354276712344316,25:08:00,11:11,5.42345264831233,332.19727181001934,133.92983376052825,149.17778013425794,2023-08-02-211805.gpx,670.831532816651
2edeb3a2-e160-4547-b3d7-bab45d3ded0d,8/9/2023 19:45,Running,2.467347744946479,24:14:00,10:23,5.8412798095028275,353.7260033867139,131.02295310137356,145.0330092571863,2023-08-09-194525.gpx,623.0948209667356
86d2a95f-da0a-4bb6-be81-49759a76ef8a,10/2/2023 9:21,Running,2.6566346965363166,25:55:00,9:50,6.154022788252166,396.9730708723428,132.89519486182,157.0264066129169,2023-10-02-092101.gpx,589.9016013505731
1fd0d33a-49a2-4da2-9292-02f831b3a5e3,6/20/2024 19:48,Running,2.0098586705212975,18:52,9:23,6.323480890597659,300.0483557729692,78.12227413693745,156.9272454949271,2024-06-20-194818.gpx,563.011046600311
2edeb3a2-e160-4547-b3d7-bab45d3ded0d,8/9/2023 19:45,Running,2.3878224537990747,24:14:00,10:23,5.731755972541386,354.115163158871,130.890496374265,145.04235261695644,2023-08-09-194525.gpx,623.101220690077
13eda478-89e6-48fc-8bb8-bf6dabfa68f4,9/27/2023 18:51,Running,3.4653762943845576,34:01:00,9:58,6.002531825167818,510.8548251704829,160.18951345847685,164.92201731665128,2023-09-27-185128.gpx,597.8145856261187
42232153-070b-435d-b7c4-9e3f1a3b641e,10/3/2023 8:23,Running,1.949465017088873,18:09,9:29,6.352669885136962,287.9654948342717,96.02865248483907,155.76688605095717,2023-10-03-082352.gpx,569.0751196844739
43e2b98f-6d64-4aa4-b587-51c116bec540,9/26/2023 20:45,Running,2.303443098258044,22:25,9:50,6.076429831099765,336.9550698504914,107.00734019340378,173.9889694642817,2023-09-26-204557.gpx,589.9062520289422
86d2a95f-da0a-4bb6-be81-49759a76ef8a,10/2/2023 9:21,Running,2.8137098674501417,25:55:00,9:50,6.048908897193306,397.13550087382856,132.95106308851297,157.0284548021483,2023-10-02-092101.gpx,590.2929601486775
f9d37406-d622-43dc-8813-bc0059b2a5de,6/13/2024 16:25,Running,2.2085433312565077,24:06:00,11:25,5.338267962887645,315.0228847220519,82.03427494134064,156.7203586390907,2024-06-13-162503.gpx,684.914921059121
7555a62d-ee51-4dd9-884e-8ead83527da8,8/2/2023 21:18,Running,2.2853025963137443,25:08:00,11:11,5.395138713987353,331.95533870878245,133.90917574809197,149.00424842925693,2023-08-02-211805.gpx,671.0698240672726
42232153-070b-435d-b7c4-9e3f1a3b641e,10/3/2023 8:23,Running,1.8983430949762072,18:09,9:29,6.251292608423752,287.97387722476134,95.85339296410082,155.938851398732,2023-10-03-082352.gpx,568.9827963116124
016272ee-a7cb-40d1-9fb1-e89e214bf205,6/11/2024 16:43,Running,2.103892561103868,19:28,9:41,6.021549987982343,243.41536944435984,340.02242644925656,159.03199191195228,2024-06-11-164323.gpx,580.8873460873621
734f33ee-5bec-4ddf-9d66-8762cf9bd75b,8/7/2023 19:14,Running,3.643438531946451,39:09:00,10:46,5.514434253663476,538.7419188351092,175.00497088098143,158.9810698553722,2023-08-07-191444.gpx,645.9186095041962
4e0d89ed-5b21-463d-8311-03fe35d74da5,11/26/2023 16:14,Running,1.8610150645958736,21:09,11:47,5.259928715946144,276.1707081156615,94.8970680861923,156.63341033815743,2023-11-26-161412.gpx,707.1113224845462
76953c93-0f68-4891-a75f-8392788244a9,6/11/2024 17:03,Running,-0.16072370952835846,0:01,,5.731430071102824,-0.07924651440574948,0.042799501118791355,152.1170479754556,2024-06-11-170300.gpx,627.1834692850716
43e2b98f-6d64-4aa4-b587-51c116bec540,9/26/2023 20:45,Running,2.2670040472938378,22:25,9:50,5.840364402713291,336.9042147557291,107.11645000302487,173.99406560423714,2023-09-26-204557.gpx,590.0371789553675
74e1d1bb-08ab-4755-aed4-d3e52f76c5d6,9/11/2023 21:13,Running,4.02196036471259,43:40:00,10:52,5.581584762675947,586.1490373412984,211.0248478726304,154.93647762022687,2023-09-11-211315.gpx,652.0938691280575
74e1d1bb-08ab-4755-aed4-d3e52f76c5d6,9/11/2023 21:13,Running,4.020254021120714,43:40:00,10:52,5.525982854816008,586.0545368875389,211.08134309691528,155.0764660009705,2023-09-11-211315.gpx,651.987578751799
1888cffe-6f82-495f-9575-579ad3d169c0,6/11/2024 16:43,Running,1.997343200603943,20:04,9:52,5.9229690861644,301.9857624580335,92.76999222723684,156.62916818880632,2024-06-11-164314.gpx,591.9817642270452
7794ebe9-1da4-49c8-b186-f183f4dd3bb2,10/8/2023 12:04,Running,3.087214038530822,29:30:00,9:31,6.258490105245876,467.03615017717567,144.97392373903264,161.09241580910182,2023-10-08-120433.gpx,570.9390439925711
d270929f-95e8-49d9-8fac-0517bf72be5a,8/14/2023 19:07,Running,3.955296299855442,44:23:00,11:05,5.5929699737832985,592.0718086132626,219.07834857887147,156.7097487653884,2023-08-14-190717.gpx,664.945392821887
26eb24ee-3f44-4ccd-9b17-8292e4795a19,9/9/2023 18:57,Running,4.063051899697294,41:58:00,10:23,5.835443737330934,591.9596447761811,166.92541314381174,149.01344706713374,2023-09-09-185703.gpx,622.967336437938
016272ee-a7cb-40d1-9fb1-e89e214bf205,6/11/2024 16:43,Running,2.27760418883741,19:28,9:41,6.040707545704036,243.6271518771314,340.0251594498213,158.99878498116038,2024-06-11-164323.gpx,581.0987262310368
76953c93-0f68-4891-a75f-8392788244a9,6/11/2024 17:03,Running,0.028929673470561624,0:01,,5.672511563564833,-0.10479602884881363,-0.09552595072691253,152.06908300890188,2024-06-11-170300.gpx,627.2501970975059
13eda478-89e6-48fc-8bb8-bf6dabfa68f4,9/27/2023 18:51,Running,3.509020678804923,34:01:00,9:58,6.119673898248834,511.019933891309,159.74984136394852,165.01524871537825,2023-09-27-185128.gpx,597.9910880477464
13eda478-89e6-48fc-8bb8-bf6dabfa68f4,9/27/2023 18:51,Running,3.47555065744227,34:01:00,9:58,6.095304499749964,511.05774085942966,159.93924812940753,164.8648457387421,2023-09-27-185128.gpx,598.0186342607155
ef26ae07-5f8e-4c2e-a959-a41526587244,6/13/2024 16:25,Running,2.038753416958829,20:25,10:06,5.795567002004546,247.28057147791566,338.91216928921,155.00573790630608,2024-06-13-162553.gpx,606.0774466261838
26bad507-9506-4aa3-ac24-99cdeb801b60,9/25/2023 18:37,Running,2.9426075777136984,28:49:00,10:07,5.77746731956329,428.96753506486607,139.1175081557959,156.7621872855068,2023-09-25-183732.gpx,607.0424817796844
734f33ee-5bec-4ddf-9d66-8762cf9bd75b,8/7/2023 19:14,Running,3.5739270467159105,39:09:00,10:46,5.641454561994152,539.1321348634236,175.038046563776,159.0705397054711,2023-08-07-191444.gpx,645.8617290048767
7794ebe9-1da4-49c8-b186-f183f4dd3bb2,10/8/2023 12:04,Running,2.8733062939003142,29:30:00,9:31,6.4395346048640185,466.8377116674601,144.9794276140143,161.03261423842153,2023-10-08-120433.gpx,570.9579537229347
43e2b98f-6d64-4aa4-b587-51c116bec540,9/26/2023 20:45,Running,2.163473158854902,22:25,9:50,6.102235104476053,337.1196842402034,107.07302118477,173.87969579597143,2023-09-26-204557.gpx,590.1034367630318
ec81df48-adf5-4e12-bb69-c7b5489c4664,8/6/2023 10:43,Running,1.9653724563986972,20:38,10:47,5.5741367151096615,285.1131117767657,107.07190185781165,142.12648681869643,2023-08-06-104332.gpx,647.0437989192917
86d2a95f-da0a-4bb6-be81-49759a76ef8a,10/2/2023 9:21,Running,2.584581472678183,25:55:00,9:50,6.141824552724758,397.1475703478259,133.0342742294525,156.97356759728285,2023-10-02-092101.gpx,590.000300794937
1762f194-d1b1-4be2-b7a8-dff47149765c,7/27/2023 20:29,Running,2.034821247023824,25:52:00,12:01,5.082056381570425,317.90526275127684,112.0847982466366,156.60944994672815,2023-07-27-202935.gpx,721.0889514015811
f9d37406-d622-43dc-8813-bc0059b2a5de,6/13/2024 16:25,Running,2.0788485000527572,24:06:00,11:25,5.092728404475129,315.12124225044573,81.70882631820716,156.59087447897886,2024-06-13-162503.gpx,685.0669651276884
74e1d1bb-08ab-4755-aed4-d3e52f76c5d6,9/11/2023 21:13,Running,3.902379879057626,43:40:00,10:52,5.509549471061325,585.8533371494098,210.95013317813243,155.09089668364098,2023-09-11-211315.gpx,652.0564826747377
d270929f-95e8-49d9-8fac-0517bf72be5a,8/14/2023 19:07,Running,3.9190201288098985,44:23:00,11:05,5.23402298522407,592.0459293476874,219.01087067061627,156.5831560938347,2023-08-14-190717.gpx,665.217025011571
43e8964a-646b-4f9f-b432-a56ae9207db0,6/16/2024 17:51,Running,2.1937380864537137,19:41,9:49,6.13896592214144,295.1239785971768,76.95748540778698,144.1269876830728,2024-06-16-175103.gpx,589.0691640988973
43e8964a-646b-4f9f-b432-a56ae9207db0,6/16/2024 17:51,Running,2.037286383059312,19:41,9:49,6.101551064822428,294.85449909113765,77.0884177614849,143.91552570740873,2024-06-16-175103.gpx,589.1057079464183
86d2a95f-da0a-4bb6-be81-49759a76ef8a,10/2/2023 9:21,Running,2.5621494810372347,25:55:00,9:50,6.15550232221842,396.9761776762472,133.05646983525318,157.1344338288258,2023-10-02-092101.gpx,589.8986801832917
d270929f-95e8-49d9-8fac-0517bf72be5a,8/14/2023 19:07,Running,4.035831609233656,44:23:00,11:05,5.423584635575061,592.0528247110116,218.9904771341214,156.63314569305928,2023-08-14-190717.gpx,664.9943566819558
f9d37406-d622-43dc-8813-bc0059b2a5de,6/13/2024 16:25,Running,2.0731700404475775,24:06:00,11:25,5.22129474818569,314.9130278489979,82.20969980242978,156.6964438691831,2024-06-13-162503.gpx,684.9973014255754
016272ee-a7cb-40d1-9fb1-e89e214bf205,6/11/2024 16:43,Running,1.9068209081192082,19:28,9:41,6.142924772420497,243.5009193455455,339.81382325892065,159.01204751263646,2024-06-11-164323.gpx,580.9052750627759
1888cffe-6f82-495f-9575-579ad3d169c0,6/11/2024 16:43,Running,2.0854650720772545,20:04,9:52,5.989109243798646,301.8787316919991,93.14848287082297,156.66477276676702,2024-06-11-164314.gpx,591.9933651265013
7794ebe9-1da4-49c8-b186-f183f4dd3bb2,10/8/2023 12:04,Running,3.2215619923143786,29:30:00,9:31,6.463315234460426,466.97935645524547,145.09628817797596,161.23634724823134,2023-10-08-120433.gpx,571.0428352465988
2edeb3a2-e160-4547-b3d7-bab45d3ded0d,8/9/2023 19:45,Running,2.492848332066711,24:14:00,10:23,5.741570421041295,354.10458902833216,130.91083824809857,145.0237542944089,2023-08-09-194525.gpx,623.135959903454
1762f194-d1b1-4be2-b7a8-dff47149765c,7/27/2023 20:29,Running,2.180470989501824,25:52:00,12:01,4.957727277515351,317.9146535645496,111.88733370900583,156.78868576436548,2023-07-27-202935.gpx,720.9252215734783
ef26ae07-5f8e-4c2e-a959-a41526587244,6/13/2024 16:25,Running,2.033285941501832,20:25,10:06,5.820944119480551,247.4051460658618,338.97996011974993,154.98333232508222,2024-06-13-162553.gpx,606.2337659714184
7794ebe9-1da4-49c8-b186-f183f4dd3bb2,10/8/2023 12:04,Running,3.231706434155376,29:30:00,9:31,6.277114846312957,466.9582884690264,145.1108441737643,160.92726038182502,2023-10-08-120433.gpx,570.7164170628197
86d2a95f-da0a-4bb6-be81-49759a76ef8a,10/2/2023 9:21,Running,2.5849090287661793,25:55:00,9:50,6.080040406897932,396.9607941992712,132.90234121448538,156.97097288575415,2023-10-02-092101.gpx,589.9355778716905
4e0d89ed-5b21-463d-8311-03fe35d74da5,11/26/2023 16:14,Running,1.8537832080426688,21:09,11:47,5.1242896198563015,276.05589792677523,94.90090727488239,156.77673236921137,2023-11-26-161412.gpx,707.2190851464718
c3c0f61e-07db-4e51-a333-ee4db9394fb1,9/6/2023 19:29,Running,4.176968957768142,44:01:00,10:54,5.549088403715665,594.8941518762362,166.96947380768754,154.2146283961411,2023-09-06-192913.gpx,654.0958402696449
43e8964a-646b-4f9f-b432-a56ae9207db0,6/16/2024 17:51,Running,1.9961536639767916,19:41,9:49,6.091889577771436,295.03756878762266,76.93400317077494,144.04197531220996,2024-06-16-175103.gpx,589.0780625351945
734f33ee-5bec-4ddf-9d66-8762cf9bd75b,8/7/2023 19:14,Running,3.562649399576401,39:09:00,10:46,5.36251498321856,539.0402631208044,174.99737984857535,158.87009492399235,2023-08-07-191444.gpx,646.0567637770104
1ed8826d-5685-45a6-a50b-e491c01602f3,8/3/2023 19:42,Running,3.260498221581332,36:06:00,10:45,5.459690604254889,499.83949739531386,190.08442993636942,157.96968057549572,2023-08-03-194206.gpx,644.9365247677365
ef26ae07-5f8e-4c2e-a959-a41526587244,6/13/2024 16:25,Running,1.8561349254917983,20:25,10:06,5.898665117186762,247.4676022606399,338.89875254882185,154.99263617998304,2024-06-13-162553.gpx,606.089741893839
86d2a95f-da0a-4bb6-be81-49759a76ef8a,10/2/2023 9:21,Running,2.4688239031022357,25:55:00,9:50,6.063278359983756,397.1316167687255,133.01103795135634,156.98350780701506,2023-10-02-092101.gpx,589.9759644903027
734f33ee-5bec-4ddf-9d66-8762cf9bd75b,8/7/2023 19:14,Running,3.4751688999861483,39:09:00,10:46,5.700638365976031,538.9399359851934,174.91859354103954,158.99446997942093,2023-08-07-191444.gpx,646.0452107598923
f9d37406-d622-43dc-8813-bc0059b2a5de,6/13/2024 16:25,Running,2.2153434862970434,24:06:00,11:25,5.186706652912747,314.98438163172193,81.84368440736752,156.63292532908537,2024-06-13-162503.gpx,684.8908122518206
016272ee-a7cb-40d1-9fb1-e89e214bf205,6/11/2024 16:43,Running,2.008862361779277,19:28,9:41,6.264378300445588,243.55490860469723,340.05037463364084,158.92943199953106,2024-06-11-164323.gpx,580.981358819731
1fd0d33a-49a2-4da2-9292-02f831b3a5e3,6/20/2024 19:48,Running,2.0087962006118163,18:52,9:23,6.493633005928681,300.11399511558085,78.04983520705694,157.16983639338287,2024-06-20-194818.gpx,562.9935343574374
9e00d3e4-4169-4ec4-a65d-bd299052bd56,9/16/2023 19:12,Running,3.9363366984630805,45:06:00,11:14,5.3320355177156635,598.985063185719,145.2396653533268,165.90103912528392,2023-09-16-191230.gpx,673.9861502633798
1fd0d33a-49a2-4da2-9292-02f831b3a5e3,6/20/2024 19:48,Running,2.0929899961049983,18:52,9:23,6.254414783975042,299.97243577716097,78.14267917321759,157.15606089978914,2024-06-20-194818.gpx,562.8047761371002
86d2a95f-da0a-4bb6-be81-49759a76ef8a,10/2/2023 9:21,Running,2.5754194533400683,25:55:00,9:50,6.350789295317215,397.0546109512775,133.00703642128965,156.8607090713372,2023-10-02-092101.gpx,589.8835790627321
016272ee-a7cb-40d1-9fb1-e89e214bf205,6/11/2024 16:43,Running,2.1173983742287397,19:28,9:41,6.205744957652298,243.4549589183413,339.9728371229515,159.05973682855443,2024-06-11-164323.gpx,581.0219177413903
1888cffe-6f82-495f-9575-579ad3d169c0,6/11/2024 16:43,Running,2.1179063343950766,20:04,9:52,6.095768476754408,302.0729014867781,92.94198800538457,156.63384710451948,2024-06-11-164314.gpx,591.839558915678
1ed8826d-5685-45a6-a50b-e491c01602f3,8/3/2023 19:42,Running,3.218836660133442,36:06:00,10:45,5.534951987976266,499.95040228023385,189.93773371916728,157.98260221353496,2023-08-03-194206.gpx,645.0177854011217
26bad507-9506-4aa3-ac24-99cdeb801b60,9/25/2023 18:37,Running,2.936492125015761,28:49:00,10:07,6.074755544305354,429.12709028755796,139.133472924275,156.7041437588693,2023-09-25-183732.gpx,607.0227452881053
43e2b98f-6d64-4aa4-b587-51c116bec540,9/26/2023 20:45,Running,2.387115926699287,22:25,9:50,6.089990163595315,337.09715488635936,106.87302472097188,173.90167500314732,2023-09-26-204557.gpx,590.0076838455857
74e1d1bb-08ab-4755-aed4-d3e52f76c5d6,9/11/2023 21:13,Running,4.163928367949509,43:40:00,10:52,5.558704485814706,586.1511409411835,210.9559056174591,154.82941560752067,2023-09-11-211315.gpx,652.1177690930846
86d2a95f-da0a-4bb6-be81-49759a76ef8a,10/2/2023 9:21,Running,2.50380046514675,25:55:00,9:50,6.005901655606098,397.14487981523865,132.96815850377243,156.98705157648016,2023-10-02-092101.gpx,590.0686343272097
86d2a95f-da0a-4bb6-be81-49759a76ef8a,10/2/2023 9:21,Running,2.702360320956299,25:55:00,9:50,6.1007098159328415,397.0769885681611,132.97568975548677,156.92019151334443,2023-10-02-092101.gpx,590.1356661292518
4e0d89ed-5b21-463d-8311-03fe35d74da5,11/26/2023 16:14,Running,1.904250103012191,21:09,11:47,5.077535259413744,276.0014048649799,95.02546670319083,156.70211440712043,2023-11-26-161412.gpx,707.0718879093007
ec81df48-adf5-4e12-bb69-c7b5489c4664,8/6/2023 10:43,Running,2.0694403075131964,20:38,10:47,5.80249427243445,284.997359642598,106.84762007041074,141.88211897535868,2023-08-06-104332.gpx,646.9927739138058
76953c93-0f68-4891-a75f-8392788244a9,6/11/2024 17:03,Running,0.06010489863943167,0:01,,5.7690963015798635,0.0711353119637131,-0.12114936229135763,152.20325311822407,2024-06-11-170300.gpx,627.3140460152894
016272ee-a7cb-40d1-9fb1-e89e214bf205,6/11/2024 16:43,Running,2.1052309350040517,19:28,9:41,6.303057437155041,243.6039583118668,340.02317149932094,158.91135545585223,2024-06-11-164323.gpx,580.9303144565527
1888cffe-6f82-495f-9575-579ad3d169c0,6/11/2024 16:43,Running,2.047603440185334,20:04,9:52,5.89092830078201,302.00485986257434,93.09383020395579,156.7340634635184,2024-06-11-164314.gpx,591.9176731926326
42232153-070b-435d-b7c4-9e3f1a3b641e,10/3/2023 8:23,Running,1.875614661596092,18:09,9:29,6.417408447752561,288.0941865257034,96.01951277620641,155.8002883813443,2023-10-03-082352.gpx,568.9130503830111
13eda478-89e6-48fc-8bb8-bf6dabfa68f4,9/27/2023 18:51,Running,3.4435622362968856,34:01:00,9:58,5.829695889657672,510.90335379596075,159.98342183254368,165.02697693989288,2023-09-27-185128.gpx,597.9260524036496
ec81df48-adf5-4e12-bb69-c7b5489c4664,8/6/2023 10:43,Running,2.0453621758345477,20:38,10:47,5.609318081048606,284.934002369347,107.07634480680981,141.93350916706217,2023-08-06-104332.gpx,646.8527282654304
76953c93-0f68-4891-a75f-8392788244a9,6/11/2024 17:03,Running,0.05503274467776194,0:01,,5.7719642711159205,0.06376391186946417,-0.03433812987885427,152.0417921220594,2024-06-11-170300.gpx,627.38470843136
1fd0d33a-49a2-4da2-9292-02f831b3a5e3,6/20/2024 19:48,Running,2.1173037962011017,18:52,9:23,6.422671265977789,299.77104008532586,77.84088558868254,157.09887671573296,2024-06-20-194818.gpx,562.9795560949377
26bad507-9506-4aa3-ac24-99cdeb801b60,9/25/2023 18:37,Running,2.829183957282016,28:49:00,10:07,5.890468450540379,428.86557967710297,139.07946710415249,156.6401629158898,2023-09-25-183732.gpx,606.8432910943928
42232153-070b-435d-b7c4-9e3f1a3b641e,10/3/2023 8:23,Running,1.7624645075656353,18:09,9:29,6.140870234297549,288.0087575794581,95.97831368431184,155.87090381579264,2023-10-03-082352.gpx,569.0026960952409
768c2980-2a20-4037-b598-37a4ff104052,10/4/2023 9:57,Running,3.0802868748565073,31:27:00,10:25,5.618882979033117,456.80898787907216,146.1024495679093,165.0117653529942,2023-10-04-095707.gpx,625.086553256983
ec81df48-adf5-4e12-bb69-c7b5489c4664,8/6/2023 10:43,Running,1.8760211989249098,20:38,10:47,5.580651024372564,285.15241172326614,107.04833102606199,141.92132160199256,2023-08-06-104332.gpx,647.0365264615194
2edeb3a2-e160-4547-b3d7-bab45d3ded0d,8/9/2023 19:45,Running,2.4288889615819484,24:14:00,10:23,5.701502910776031,353.94074021732445,130.98559165343838,144.9256607141535,2023-08-09-194525.gpx,622.9740823493848
ef26ae07-5f8e-4c2e-a959-a41526587244,6/13/2024 16:25,Running,2.2139681379999403,20:25,10:06,5.967445209930786,247.23780236334164,338.8120533950478,155.2167817759251,2024-06-13-162553.gpx,605.949042298725
4e0d89ed-5b21-463d-8311-03fe35d74da5,11/26/2023 16:14,Running,1.8720250606853714,21:09,11:47,5.036905654359584,276.13175350496266,95.14909077059178,156.47059909428197,2023-11-26-161412.gpx,707.0843317662886
1762f194-d1b1-4be2-b7a8-dff47149765c,7/27/2023 20:29,Running,2.0870281938113506,25:52:00,12:01,5.133170775902818,317.9843791218364,111.81964252012467,156.8110226195268,2023-07-27-202935.gpx,721.2359445123656
13eda478-89e6-48fc-8bb8-bf6dabfa68f4,9/27/2023 18:51,Running,3.275762311390076,34:01:00,9:58,6.079092126489321,511.05129087052916,160.10959380683175,164.9904065527465,2023-09-27-185128.gpx,598.0418647663508
86d2a95f-da0a-4bb6-be81-49759a76ef8a,10/2/2023 9:21,Running,2.6155344016138287,25:55:00,9:50,5.9653127738887886,396.984134888135,132.7849633739824,156.99966702692706,2023-10-02-092101.gpx,590.0604097091165
76953c93-0f68-4891-a75f-8392788244a9,6/11/2024 17:03,Running,0.21867581611938927,0:01,,5.6141976033488605,0.009674776319969646,0.25042267276981167,151.93115731316772,2024-06-11-170300.gpx,627.1263834109934
9e00d3e4-4169-4ec4-a65d-bd299052bd56,9/16/2023 19:12,Running,4.045600840789574,45:06:00,11:14,5.167064651287919,599.0358165339568,144.96994343689826,165.99060945671147,2023-09-16-191230.gpx,673.8997022903633
2edeb3a2-e160-4547-b3d7-bab45d3ded0d,8/9/2023 19:45,Running,2.400919310359827,24:14:00,10:23,5.787365688258046,354.1062182143615,131.08639258691198,144.90321030951486,2023-08-09-194525.gpx,623.0496995212039
ef26ae07-5f8e-4c2e-a959-a41526587244,6/13/2024 16:25,Running,1.9557752481105746,20:25,10:06,5.982494858179485,247.28172237086937,339.0229158021111,154.96599363205806,2024-06-13-162553.gpx,605.8429812518564
43e2b98f-6d64-4aa4-b587-51c116bec540,9/26/2023 20:45,Running,2.1772336145162896,22:25,9:50,6.183936368245588,336.92109467124556,107.11724506506361,174.10228684509624,2023-09-26-204557.gpx,589.9989830018897
2edeb3a2-e160-4547-b3d7-bab45d3ded0d,8/9/2023 19:45,Running,2.2932370240145823,24:14:00,10:23,5.710017887470979,354.04650490869335,131.09545702426163,145.08581472554474,2023-08-09-194525.gpx,623.0333753746307
065d77ca-8413-4bb2-8f30-a1cf9753e15c,6/19/2024 12:56,Running,2.0865549510703754,22:34,10:29,5.499288286226758,322.09358577966754,151.01894136202705,160.08797999675133,2024-06-19-125649.gpx,629.1153999481126
ef26ae07-5f8e-4c2e-a959-a41526587244,6/13/2024 16:25,Running,2.0923734927791457,20:25,10:06,6.003242857834402,247.2611397173815,339.11910836113196,154.89118878954488,2024-06-13-162553.gpx,606.0460197623461
76953c93-0f68-4891-a75f-8392788244a9,6/11/2024 17:03,Running,-0.037501068632713803,0:01,,5.604450554347775,-0.17065332972800246,0.11546668066271051,151.89735592415252,2024-06-11-170300.gpx,627.1668039142127
43e2b98f-6d64-4aa4-b587-51c116bec540,9/26/2023 20:45,Running,2.4071111499531144,22:25,9:50,6.068341425642938,336.85393152384995,106.80704056121094,174.0964158243832,2023-09-26-204557.gpx,589.932562652457
f9d37406-d622-43dc-8813-bc0059b2a5de,6/13/2024 16:25,Running,2.1564674749261092,24:06:00,11:25,5.35033326128908,314.99006176161225,82.05014216206924,156.80734517351843,2024-06-13-162503.gpx,684.9302710560545
535c94cc-4323-4e30-a77a-143ecb38512b,8/11/2023 20:19,Running,3.238420028988185,34:07:00,10:13,6.052877084831825,495.9815633051902,176.90903945717864,164.81368883827486,2023-08-11-201935.gpx,612.99187192153
1fd0d33a-49a2-4da2-9292-02f831b3a5e3,6/20/2024 19:48,Running,1.9629779157945029,18:52,9:23,6.3952820852388035,300.073491327831,77.84361565145863,157.09861356798933,2024-06-20-194818.gpx,563.1486945760942
ef26ae07-5f8e-4c2e-a959-a41526587244,6/13/2024 16:25,Running,1.8851307671433497,20:25,10:06,6.0445817623636975,247.3337295735629,339.0571712346473,155.18128209720302,2024-06-13-162553.gpx,606.0040279723892
f9d37406-d622-43dc-8813-bc0059b2a5de,6/13/2024 16:25,Running,1.8241368448427209,24:06:00,11:25,5.075064344920823,314.88372298873674,81.75777001413843,156.6089254585927,2024-06-13-162503.gpx,684.9833770346246
768c2980-2a20-4037-b598-37a4ff104052,10/4/2023 9:57,Running,3.1222134800289516,31:27:00,10:25,5.839816602345432,456.98896609201375,145.97290643854566,164.9804176966147,2023-10-04-095707.gpx,625.0789673426809
016272ee-a7cb-40d1-9fb1-e89e214bf205,6/11/2024 16:43,Running,2.0488634540449855,19:28,9:41,6.340407742464111,243.3612362248477,339.8869941591784,158.98648460428825,2024-06-11-164323.gpx,581.007386022111
c3c0f61e-07db-4e51-a333-ee4db9394fb1,9/6/2023 19:29,Running,3.940669451402176,44:01:00,10:54,5.575609629154359,594.9246040044289,166.82620473505503,153.86170592792539,2023-09-06-192913.gpx,654.1165051547008
